alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,address1,address2,address3,city,country,display_address,state,zip_code,latitude,longitude,categories_num,category_1_alias,category_1_title,category_2_alias,category_2_title,category_3_alias,category_3_title
tims-kitchen-denver,,4670.686611372188,cJ2ezkqk9vHgXgWkdO19gQ,https://s3-media4.fl.yelpcdn.com/bphoto/NpX3f_cD-PZG5RPCl-8JWQ/o.jpg,False,Tim's Kitchen,,,5.0,2,[],https://www.yelp.com/biz/tims-kitchen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1101 E Bayaud Ave,Fifth Floor,,Denver,US,"['1101 E Bayaud Ave', 'Fifth Floor', 'Denver, CO 80209']",CO,80209,39.71556,-104.97442,1,tapasmallplates,Tapas/Small Plates,,,,
my-favorite-muffin-denver,(303) 623-0060,142.40664534589024,Tkh5o8U0hcCNrETprcXdCQ,https://s3-media4.fl.yelpcdn.com/bphoto/EN1V-QoiIuN_UOj6tIqMfA/o.jpg,False,My Favorite Muffin,+13036230060,$,3.5,60,"['pickup', 'delivery']",https://www.yelp.com/biz/my-favorite-muffin-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1750 16th Street Mall,,,Denver,US,"['1750 16th Street Mall', 'Denver, CO 80202']",CO,80202,39.7520522717786,-105.001433305264,3,breakfast_brunch,Breakfast & Brunch,sandwiches,Sandwiches,bagels,Bagels
lix-stix-artisan-ice-pops-denver,(720) 295-7849,161.97560129430317,THadxEKSf8JmTDGjgq-5Eg,https://s3-media1.fl.yelpcdn.com/bphoto/28LOZzWilOlok8NJkUNJQQ/o.jpg,False,Lix Stix - Artisan Ice Pops,+17202957849,,4.5,5,[],https://www.yelp.com/biz/lix-stix-artisan-ice-pops-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,,,,Denver,US,"['Denver, CO 80202']",CO,80202,39.752498626709,-104.998573303223,2,foodstands,Food Stands,icecream,Ice Cream & Frozen Yogurt,,
gattara-warwick-denver-hotel-denver,(303) 318-7272,1711.1894994368029,iM8ijTk7rpzcwGAIm7thwg,https://s3-media2.fl.yelpcdn.com/bphoto/sNq43moK8aveYfmOPN2img/o.jpg,False,Gattara - Warwick Denver Hotel,+13033187272,,4.5,8,"['pickup', 'delivery']",https://www.yelp.com/biz/gattara-warwick-denver-hotel-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1776 Grant St,Ste 117,Warwick Hotel,Denver,US,"['1776 Grant St', 'Ste 117', 'Warwick Hotel', 'Denver, CO 80203']",CO,80203,39.744246,-104.983224,3,bars,Bars,newamerican,American (New),italian,Italian
hotbox-roasters-denver-2,(720) 535-4477,2652.676702451566,MdxdhC2EjpDDSbfMb04qGQ,https://s3-media4.fl.yelpcdn.com/bphoto/rBMytCJk5y4DnLBS8mTNRQ/o.jpg,False,Hotbox Roasters,+17205354477,$,4.0,64,"['pickup', 'delivery']",https://www.yelp.com/biz/hotbox-roasters-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3450 Larimer St,,,Denver,US,"['3450 Larimer St', 'Denver, CO 80205']",CO,80205,39.7666626,-104.9748422,2,coffeeroasteries,Coffee Roasteries,cafes,Cafes,,
maxlunch-denver-2,(720) 457-1731,276.1029908021258,5lFq507HoSv4Kbw8xYLWiQ,https://s3-media4.fl.yelpcdn.com/bphoto/BdxlPLammPu8v8HUZqmTlQ/o.jpg,False,Maxlunch,+17204571731,$$$$,3.5,6,['pickup'],https://www.yelp.com/biz/maxlunch-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1899 Wynkoop St,Ste 125,,Denver,US,"['1899 Wynkoop St', 'Ste 125', 'Denver, CO 80202']",CO,80202,39.7542784363031,-104.997996836901,2,sandwiches,Sandwiches,hotdogs,Fast Food,,
marcos-mexican-grill-denver-2,(720) 329-2550,3274.6998687079044,O54IprCQ3h70GLCRjStHDQ,https://s3-media2.fl.yelpcdn.com/bphoto/nRsYglcoHeVLGI01EIFgsA/o.jpg,False,Marco's Mexican Grill,+17203292550,$,4.5,21,"['pickup', 'delivery']",https://www.yelp.com/biz/marcos-mexican-grill-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2701 W 7th Ave,,,Denver,US,"['2701 W 7th Ave', 'Denver, CO 80204']",CO,80204,39.72814,-105.02083,2,streetvendors,Street Vendors,mexican,Mexican,,
16mix-denver,(303) 626-2582,1436.6339824366037,BQ8qsxGISypo1XddL2GT0Q,https://s3-media2.fl.yelpcdn.com/bphoto/6zWy2ebspb9AwBm9v_yo1Q/o.jpg,False,16Mix,+13036262582,$$,3.5,46,[],https://www.yelp.com/biz/16mix-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1550 Court Place,,,Denver,US,"['1550 Court Place', 'Denver, CO 80202']",CO,80202,39.7426824808009,-104.989291279443,3,newamerican,American (New),sandwiches,Sandwiches,cocktailbars,Cocktail Bars
las-delicias-uptown-denver,(303) 839-5675,1731.3695663427086,iW5sMm_FbyjmoOOMJSKYFA,https://s3-media1.fl.yelpcdn.com/bphoto/nos_Pc4htyqwg4uiynpnbg/o.jpg,False,Las Delicias Uptown,+13038395675,$$,3.0,278,"['pickup', 'delivery']",https://www.yelp.com/biz/las-delicias-uptown-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,439 E 19th Ave,,,Denver,US,"['439 E 19th Ave', 'Denver, CO 80203']",CO,80203,39.74632,-104.98133,3,mexican,Mexican,desserts,Desserts,breakfast_brunch,Breakfast & Brunch
elements-restaurant-and-bar-denver,(303) 592-1000,1043.3358512567868,FCcJGrek57PVFjnE94tzwA,https://s3-media2.fl.yelpcdn.com/bphoto/RHV-JmroJpHFqEpgD40Ymg/o.jpg,False,Elements Restaurant & Bar,+13035921000,$$,3.5,9,[],https://www.yelp.com/biz/elements-restaurant-and-bar-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1420 Stout St,Embassy Ste Hotel,,Denver,US,"['1420 Stout St', 'Embassy Ste Hotel', 'Denver, CO 80202']",CO,80202,39.744221,-104.994682,2,tapasmallplates,Tapas/Small Plates,wine_bars,Wine Bars,,
ink-coffee-denver-4,(303) 780-7358,1029.9382096470342,E_tjx9iC5wpxA9my9QeT6w,https://s3-media4.fl.yelpcdn.com/bphoto/wAV1LWsFT-rxak-KZbxHFQ/o.jpg,False,Ink! Coffee,+13037807358,$,4.0,17,[],https://www.yelp.com/biz/ink-coffee-denver-4?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1801 California St,,,Denver,US,"['1801 California St', 'Denver, CO 80202']",CO,80202,39.7477055369169,-104.989788,3,coffee,Coffee & Tea,sandwiches,Sandwiches,cafes,Cafes
kevin-taylors-at-the-opera-house-denver-2,(303) 640-1012,946.4294708322793,dR5nMXfJV9XY8RooItIdrQ,https://s3-media2.fl.yelpcdn.com/bphoto/kfHgmzc8u3etl5sEhhS9ug/o.jpg,False,Kevin Taylor's at the Opera House,+13036401012,$$$,3.0,52,[],https://www.yelp.com/biz/kevin-taylors-at-the-opera-house-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1345 Champa St,,,Denver,US,"['1345 Champa St', 'Denver, CO 80204']",CO,80204,39.7442023,-104.997187,1,newamerican,American (New),,,,
etais-bakery-cafe-denver-10,(303) 437-0735,1505.6004078147466,WMoGigoWeml25AEjJ1GZ1g,https://s3-media2.fl.yelpcdn.com/bphoto/GzDsh7kgbekxRRuIOJi28A/o.jpg,False,Etai's Bakery cafe,+13034370735,$$,4.0,23,[],https://www.yelp.com/biz/etais-bakery-cafe-denver-10?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2669 Larimer St,,The Denver Central Market,Denver,US,"['2669 Larimer St', 'The Denver Central Market', 'Denver, CO 80205']",CO,80205,39.759483,-104.984649,3,bakeries,Bakeries,salad,Salad,seafood,Seafood
doughertys-neighborhood-pub-denver,(303) 777-5210,4145.014617337581,DPgTXYcAXgpUqDtNyK8n2A,https://s3-media2.fl.yelpcdn.com/bphoto/N93-DnwEvUCuVQ6IxSLVJQ/o.jpg,False,Dougherty's Neighborhood Pub,+13037775210,$$,3.5,155,['delivery'],https://www.yelp.com/biz/doughertys-neighborhood-pub-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,5 E Ellsworth Ave,,,Denver,US,"['5 E Ellsworth Ave', 'Denver, CO 80209']",CO,80209,39.71671,-104.98724,2,irish,Irish,irish_pubs,Irish Pub,,
the-spring-café-denver,(303) 835-1124,2117.8950462926277,WTBfEV5tC2D4ZFd_gyiyUg,https://s3-media4.fl.yelpcdn.com/bphoto/rxR1LxAVLIOUJQYNGBMUJQ/o.jpg,False,The Spring Café,+13038351124,$,4.0,30,[],https://www.yelp.com/biz/the-spring-caf%C3%A9-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1373 Grant St,,,Denver,US,"['1373 Grant St', 'Denver, CO 80203']",CO,80203,39.73811,-104.98398,3,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,sandwiches,Sandwiches
corporate-deli-and-grill-denver,(303) 825-5353,1248.9570116032962,oNuh-IMclYsWx2bITn20sw,https://s3-media4.fl.yelpcdn.com/bphoto/XJdsWZvb1835xZlApkCdZg/o.jpg,False,Corporate Deli and Grill,+13038255353,$,4.0,25,"['delivery', 'pickup']",https://www.yelp.com/biz/corporate-deli-and-grill-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,510 17th St,Ste 103,,Denver,US,"['510 17th St', 'Ste 103', 'Denver, CO 80202']",CO,80202,39.7449064105202,-104.989435768323,1,delis,Delis,,,,
petes-arena-denver,,967.2622732168447,8hDc4b-q5VL9FBMlF6KSOg,,False,Pete's Arena,,,3.0,2,[],https://www.yelp.com/biz/petes-arena-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,900 Auraria Pkwy,,University of Colorado Denver Campus,Denver,US,"['900 Auraria Pkwy', 'University of Colorado Denver Campus', 'Denver, CO 80204']",CO,80204,39.7450985485974,-105.005560299103,1,tradamerican,American (Traditional),,,,
mt-fuji-hibachi-and-sushi-bar-denver,(303) 860-8088,3282.1921073205053,5TQvgb_E67dxWlZ8E1PXZw,https://s3-media1.fl.yelpcdn.com/bphoto/T_sVArWi_ToyRpN-MxiWKg/o.jpg,False,Mt Fuji Hibachi & Sushi Bar,+13038608088,$$,3.0,385,"['delivery', 'pickup']",https://www.yelp.com/biz/mt-fuji-hibachi-and-sushi-bar-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,601 Grant St,,,Denver,US,"['601 Grant St', 'Denver, CO 80203']",CO,80203,39.725814033343,-104.984009166293,2,sushi,Sushi Bars,japanese,Japanese,,
corner-bakery-cafe-denver-4,(303) 825-0525,586.9812477448177,ICLRDmUlHA-EDfJfxidszg,https://s3-media2.fl.yelpcdn.com/bphoto/PcGJfU34_MMaeXK8dMgP8g/o.jpg,False,Corner Bakery Cafe,+13038250525,$,3.5,114,"['delivery', 'pickup']",https://www.yelp.com/biz/corner-bakery-cafe-denver-4?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1147 16th St,,,Denver,US,"['1147 16th St', 'Denver, CO 80202']",CO,80202,39.74833,-104.99601,3,sandwiches,Sandwiches,bakeries,Bakeries,cafes,Cafes
china-dragon-denver,(303) 477-1668,1920.533642223821,AipuVcC1Igdmt5klNE65cA,https://s3-media2.fl.yelpcdn.com/bphoto/3Fg2rN_W7yR1nibfIEEe2Q/o.jpg,False,China Dragon,+13034771668,$,3.0,63,"['delivery', 'pickup']",https://www.yelp.com/biz/china-dragon-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1329 W 38th Ave,,,Denver,US,"['1329 W 38th Ave', 'Denver, CO 80211']",CO,80211,39.76969,-105.00265,1,chinese,Chinese,,,,
brewery-bar-ii-denver,(303) 893-0971,3706.6983394400595,oPqKoUZIyxsYmfu2oWc2Ag,https://s3-media4.fl.yelpcdn.com/bphoto/OcyWSJR4yXk1j1A5Sb2n-Q/o.jpg,False,Brewery Bar II,+13038930971,$,3.5,121,[],https://www.yelp.com/biz/brewery-bar-ii-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,150 Kalamath St,,,Denver,US,"['150 Kalamath St', 'Denver, CO 80223']",CO,80223,39.71914,-104.99995,2,mexican,Mexican,bars,Bars,,
senor-burritos-denver,(303) 733-0747,3985.833375089442,I_5qpUxlG8GVBy8SL2ANqg,https://s3-media2.fl.yelpcdn.com/bphoto/Wcsqdl2LicuGem9QFVZBCA/o.jpg,False,Senor Burritos,+13037330747,$,4.0,163,"['delivery', 'pickup']",https://www.yelp.com/biz/senor-burritos-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,12 E 1st Ave,,,Denver,US,"['12 E 1st Ave', 'Denver, CO 80203']",CO,80203,39.71823,-104.98705,1,mexican,Mexican,,,,
joe-maxx-coffee-denver-denver-2,(720) 476-5579,2497.447799464694,dJJnHnGUYZHqzBOXpeYxRA,https://s3-media4.fl.yelpcdn.com/bphoto/aFp8VoS3ox0iYf26_rIPAg/o.jpg,False,Joe Maxx Coffee - Denver,+17204765579,$,4.0,29,[],https://www.yelp.com/biz/joe-maxx-coffee-denver-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,869 N Santa Fe Dr,,,Denver,US,"['869 N Santa Fe Dr', 'Denver, CO 80204']",CO,80204,39.73021,-104.99882,3,coffee,Coffee & Tea,sandwiches,Sandwiches,breakfast_brunch,Breakfast & Brunch
sputnik-denver,(720) 570-4503,4160.93065107901,1QYGDOOK7j6kXYOi1uHHxw,https://s3-media4.fl.yelpcdn.com/bphoto/aZaHRP97IBEK6TTEGonNUQ/o.jpg,False,Sputnik,+17205704503,$$,3.5,553,[],https://www.yelp.com/biz/sputnik-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3 S Broadway,,,Denver,US,"['3 S Broadway', 'Denver, CO 80209']",CO,80209,39.7164016216993,-104.987571761012,3,bars,Bars,newamerican,American (New),sandwiches,Sandwiches
ok-poke-denver-2,,2744.554865051279,35BUzyvxDpwwdhWGeVRFxg,https://s3-media4.fl.yelpcdn.com/bphoto/G7R_k0muxNaDLfzhWRt3OA/o.jpg,False,Ok poke,,,4.5,2,[],https://www.yelp.com/biz/ok-poke-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3501 Wazee St,Ste 100,,Denver,US,"['3501 Wazee St', 'Ste 100', 'Denver, CO 80216']",CO,80216,39.76944,-104.97676,1,hawaiian,Hawaiian,,,,
bennys-restaurant-and-cantina-denver-2,(303) 894-0788,3149.5382565625246,I3VUGnOv97dV4kpCo_1-Nw,https://s3-media2.fl.yelpcdn.com/bphoto/InjDBCzDTqOaRO2CakbaZQ/o.jpg,False,Benny's Restaurant & Cantina,+13038940788,$$,3.0,550,[],https://www.yelp.com/biz/bennys-restaurant-and-cantina-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,301 E 7th Ave,,,Denver,US,"['301 E 7th Ave', 'Denver, CO 80203']",CO,80203,39.7274166139189,-104.98325966988,3,mexican,Mexican,seafood,Seafood,cocktailbars,Cocktail Bars
santiagos-xiv-mexican-restaurant-denver,(720) 855-8109,2189.527930594659,Tuod0d4fA28t2Bn41FnqqA,https://s3-media4.fl.yelpcdn.com/bphoto/LYF6hitgO9h1V6GkMBBSfA/o.jpg,False,Santiago's Xiv Mexican Restaurant,+17208558109,$,3.0,121,['delivery'],https://www.yelp.com/biz/santiagos-xiv-mexican-restaurant-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2505 Federal Blvd,,,Denver,US,"['2505 Federal Blvd', 'Denver, CO 80211']",CO,80211,39.7538681030273,-105.025588989258,1,mexican,Mexican,,,,
grandpas-burger-haven-denver-2,(303) 936-4463,4630.95852403686,0hbqNoStM7kUwOBtu-mz4A,https://s3-media4.fl.yelpcdn.com/bphoto/8sQJGaWe5sdr9as_TNo8vw/o.jpg,False,Grandpa's Burger Haven,+13039364463,$,3.5,94,[],https://www.yelp.com/biz/grandpas-burger-haven-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,23 S Federal Blvd,,,Denver,US,"['23 S Federal Blvd', 'Denver, CO 80219']",CO,80219,39.715918,-105.025466,2,burgers,Burgers,tradamerican,American (Traditional),,
the-tamale-stand-in-coors-field-by-1st-base-denver,(303) 292-0200,566.6207271977169,IlFGGCWA2zOrUl5s8BZg_w,https://s3-media2.fl.yelpcdn.com/bphoto/s8pdUPCbbwYR_IPI_p9GrQ/o.jpg,False,The Tamale Stand in Coors Field by 1st Base,+13032920200,,4.0,1,[],https://www.yelp.com/biz/the-tamale-stand-in-coors-field-by-1st-base-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2001 Blake St,,"Section 134, Fl 1 Concourse",Denver,US,"['2001 Blake St', 'Section 134, Fl 1 Concourse', 'Denver, CO 80238']",CO,80238,39.754704098813,-104.993895472214,2,mexican,Mexican,foodstands,Food Stands,,
wokano-asian-bistro-denver-2,(303) 831-8277,3023.623540928171,nEkozXuzcppMc5xXNJ1WBA,https://s3-media4.fl.yelpcdn.com/bphoto/De3p49LpqFd17QZwjWFi5A/o.jpg,False,Wokano Asian Bistro,+13038318277,$$,4.0,465,"['delivery', 'pickup']",https://www.yelp.com/biz/wokano-asian-bistro-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1078 Ogden St,,,Denver,US,"['1078 Ogden St', 'Denver, CO 80218']",CO,80218,39.7334,-104.975,2,vietnamese,Vietnamese,thai,Thai,,
red-robin-gourmet-burgers-and-brews-denver-2,(720) 214-4200,1095.5494433386925,OH010O8EWhS95fesq-dtHQ,https://s3-media4.fl.yelpcdn.com/bphoto/fV0toXkIcvvS-86mFd5LZA/o.jpg,False,Red Robin Gourmet Burgers and Brews,+17202144200,$,3.0,87,"['delivery', 'pickup']",https://www.yelp.com/biz/red-robin-gourmet-burgers-and-brews-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1600 California St,Unit 3,,Denver,US,"['1600 California St', 'Unit 3', 'Denver, CO 80202']",CO,80202,39.74523,-104.99163,2,burgers,Burgers,tradamerican,American (Traditional),,
la-villa-real-denver,,3523.6534698637897,W2UuWPoK9RZASx-BsbBMlQ,https://s3-media1.fl.yelpcdn.com/bphoto/GlMdf879z7eC23l3O9J7Og/o.jpg,False,La Villa Real,,$,5.0,6,[],https://www.yelp.com/biz/la-villa-real-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,707 Federal Blvd,,,Denver,US,"['707 Federal Blvd', 'Denver, CO 80204']",CO,80204,39.7278,-105.025523,2,foodtrucks,Food Trucks,mexican,Mexican,,
intermission-cafe-denver-2,(303) 862-5098,512.3122377074615,tvNcJ0KtIClbMH9_74cPcw,https://s3-media4.fl.yelpcdn.com/bphoto/F1QYaU5xuvqGmWTyXT9R1w/o.jpg,False,Intermission Cafe,+13038625098,$,3.5,16,[],https://www.yelp.com/biz/intermission-cafe-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1800 Larimer St,Fl 1,,Denver,US,"['1800 Larimer St', 'Fl 1', 'Denver, CO 80202']",CO,80202,39.75134,-104.99414,2,newamerican,American (New),coffee,Coffee & Tea,,
homers-colorado-bar-be-que-denver,(720) 260-5724,161.97560129430317,lpI3_2C5aJeYV74fqv_E7g,,False,Homer's Colorado Bar-Be-Que,+17202605724,$$,5.0,1,[],https://www.yelp.com/biz/homers-colorado-bar-be-que-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,,,,Denver,US,"['Denver, CO 80202']",CO,80202,39.752498626709,-104.998573303223,1,bbq,Barbeque,,,,
shawing-denver-2,(303) 957-6892,2291.7384077192605,bjhVKWT_Cv0VnzrlCnALKg,https://s3-media2.fl.yelpcdn.com/bphoto/j9YHpo_ZFGlacIZ7Tt5HNQ/o.jpg,False,ShaWING,+13039576892,$$,4.0,30,[],https://www.yelp.com/biz/shawing-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,,,,Denver,US,"['Denver, CO 80211']",CO,80211,39.7613906860352,-105.014511108398,3,foodtrucks,Food Trucks,chicken_wings,Chicken Wings,streetvendors,Street Vendors
chuburger-denver-3,(720) 668-9167,2680.018154889953,3V8T_H0HKgCnjXUrxJbigQ,https://s3-media3.fl.yelpcdn.com/bphoto/6MBUX2Dcyszg7xXHgVXQrg/o.jpg,False,CHUBurger,+17206689167,$$,3.0,104,"['delivery', 'pickup']",https://www.yelp.com/biz/chuburger-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3490 Larimer St,,,Denver,US,"['3490 Larimer St', 'Denver, CO 80205']",CO,80205,39.76672,-104.97458,3,burgers,Burgers,beerbar,Beer Bar,tradamerican,American (Traditional)
babas-falafel-denver,,2805.279877834266,M1iEQJNaBxvAAA0fVVRxGA,https://s3-media1.fl.yelpcdn.com/bphoto/pKM13nYVOGKpyM1HdmDBxw/o.jpg,False,Baba's Falafel,,$,4.5,22,[],https://www.yelp.com/biz/babas-falafel-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,,,,Denver,US,"['Denver, CO 80203']",CO,80203,39.7312126159668,-104.98225402832,2,foodtrucks,Food Trucks,falafel,Falafel,,
tokyo-joes-denver,(303) 830-7277,2187.7452176475413,0XqO6q0M3GXdFT2jbUebjA,https://s3-media2.fl.yelpcdn.com/bphoto/2kh0BsV8gDxVQLSJmKi2YA/o.jpg,False,Tokyo Joe's,+13038307277,$,3.5,86,[],https://www.yelp.com/biz/tokyo-joes-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1360 Grant St,,,Denver,US,"['1360 Grant St', 'Denver, CO 80203']",CO,80203,39.7376486563891,-104.983425723093,3,sushi,Sushi Bars,poke,Poke,asianfusion,Asian Fusion
wingstop-denver-5,(303) 861-9464,1971.3882009410559,VjhBR5QnrOZ5z8Bhpd4qkg,https://s3-media4.fl.yelpcdn.com/bphoto/9k53ZO43fNiC6RfZfS2IYw/o.jpg,False,Wingstop,+13038619464,$,2.0,90,[],https://www.yelp.com/biz/wingstop-denver-5?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,757 E 20Th Ave,Ste 400,,Denver,US,"['757 E 20Th Ave', 'Ste 400', 'Denver, CO 80205']",CO,80205,39.747669,-104.97784,1,chicken_wings,Chicken Wings,,,,
emmanuels-bakery-denver,(303) 292-6799,3261.8962944153814,_kS5kXM9K9JKrn93DwxGyQ,https://s3-media2.fl.yelpcdn.com/bphoto/2IW82PW6tR1lABmdKnPfCg/o.jpg,False,Emmanuel's Bakery,+13032926799,$,4.0,10,[],https://www.yelp.com/biz/emmanuels-bakery-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,500 E 45th Ave,,,Denver,US,"['500 E 45th Ave', 'Denver, CO 80216']",CO,80216,39.77817,-104.98097,2,bakeries,Bakeries,mexican,Mexican,,
